Item,Description,Quantity On Hand,Quantity On Purchase Order,Price,Width,Height,Depth,Cub. ft,Weight
LessCare:HANDLES:P-9,P-9  Black Nickel Handle,"1,766.00 ",0.00 ,6.06 ,12,4,8,0.223,0.3
LessCare:HANDLES:Sample Dispay  Board,Handles Sample Display  Board,179.00 ,100.00 ,100.00 ,,,,,
LessCare:Hoods,,0.00 ,0.00 ,0.00 ,,,,,
LessCare:Hoods:LH 1,"LH 1-36 G 36"" with LCD Wall-Mount Glass Range Hood..",93.00 ,0.00 ,875.00 ,37,25,28,14.98842593,64.000
LessCare:Hoods:LH 2,"LH 2-30 G 30"" with LCD Wall-Mount Glass Range Hood..",61.00 ,240.00 ,823.00 ,37,25,28,14.98842593,63.000
LessCare:Hoods:LH 3,"LH 3-36 S 36""  Wall-Mount Stainless Steel Range Hood..",28.00 ,0.00 ,899.00 ,37,25,28,14.98842593,65.000
LessCare:Hoods:LH 5,"LH 5-36 G 36"" with LCD Island- Mount Range Hood..",82.00 ,250.00 ,"1,250.00 ",37,25,28,14.98842593,64.000
LessCare:Stem Glass Holder,Stem Glass holder item #9409004 Chrome Finish (size : Front width 4'' x  Rear width  13/8'' length 11 7/16''  (one pcs per order) mounting screws required for insulation..NOTE: MUST BE CUSTOMER INSTALLED,8.00 ,0.00 ,35.00 ,,,,,.35
LessCare:TOILETS,,0.00 ,0.00 ,0.00 ,,,,,
LessCare:TOILETS:Toilet LT1,Toilet LT1  (Two Piece Toilet),274.00 ,0.00 ,190.00 ,30,29,19,9.566,70
LessCare:TOILETS:Toilet LT1D,LT1D,0.00 ,"1,230.00 ",209.00 ,30,29,19,9.566,70
LessCare:TOILETS:Toilet LT1R,Toilet LT1R  (Two Piece Toilet),180.00 ,0.00 ,190.00 ,30,29,19,9.566,70
LessCare:TOILETS:Toilet LT2,Toilet LT2  (One Piece Toilet),397.00 ,103.00 ,359.00 ,30,29,19,9.566,70
LessCare:TOILETS:Toilet LT3,Toilet LT3  (One Piece Toilet),262.00 ,220.00 ,519.00 ,30,29,19,9.566,70
LessCare:TRASH CAN DOUBLE,DOUBLE TRASH CAN FIT BASE CABINET 18’’ & 21’’ ..ITEMS INCLUDING: ..CAN-35-D          (1)   Double can unit ..CAN-DOORKIT (1)   door mounting kit ..CAN-35              (2)   35qt polymer can black color ....Quickly mounts to cabinet floor using four scr...,3.00 ,0.00 ,380.00 ,25.2,5.71,36.03,3,10
LessCare:TRASH CAN SINGLE,SINGLE TRASH CAN FIT BASE CABINET 15’’ & 18’’ ..ITEMS INCLUDING: ..CAN-35-S          (1)   single can unit ..CAN-DOORKIT (1)   door mounting kit ..CAN-35              (1)   35qt polymer can black color ....Quickly mounts to cabinet floor using four scr...,32.00 ,0.00 ,300.00 ,25.2,5.71,36.03,3,10
LessCare Laminate,,0.00 ,0.00 ,0.00 ,,,,,
LessCare Laminate:12 mm V-GROOVE Antique Oak,"LESSCARE 12 mm V-GROOVE Antique Oak Laminate,  15.5 sqft per box, 60 box/pallet",0.00 ,540.00 ,61.85 ,11,4.5,49,1.404,40.000
LessCare Laminate:12 mm V-GROOVE Dark Oak,"LESSCARE 12 mm V-GROOVE Dark Oak Laminate, 15.5 sqft per box, 60 box/pallet",0.00 ,540.00 ,61.85 ,11,4.5,49,1.404,40.000
LessCare Laminate:12 mm V-GROOVE Red Oak,"LESSCARE 12 mm V-GROOVE Red Oak Laminate,  15.5sqft per box, 60 box/pallet",0.00 ,540.00 ,61.85 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  American Alder,"LESSCARE12mm V-GROOVE American Alder mirror surface Laminate, 23.1 sqft per box , 44 box/pallet",439.00 ,44.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  American Oak,"LESSCARE 12 mm  V-GROOVE American Oak mirror surface Laminate, 23.1 sqft per box , 44 box/pallet",440.00 ,44.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  Brazilian Cherry,"LESSCARE 12 mm  V-GROOVE Brazilian Cherry Laminate, 23.1sqft per box , 44 box/pallet",875.00 ,484.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  Canyon Cherry,"LESSCARE 12 mm  V-GROOVE Canyon Cherry mirror surface Laminate, 23.1 sqft per box , 44 box/pallet",0.00 ,0.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  Colombian Cherry,"LESSCARE 12 mm  V-GROOVE Colombian Cherry mirror surface Laminate, 23.1 sqft per box , 44 box/pallet","1,320.00 ",88.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  Hickory Glossy,"LESSCARE 12 mm  V-GROOVE Hickory Glossy Laminate, 23.1 sqft per box , 44 box/pallet..",880.00 ,88.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  Mahogany,"LESSCARE 12 mm V-GROOVE Mahogany mirror surface Laminate, 23.1 sqft 44 box/pallet",439.00 ,0.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  Mocha Glossy,"LESSCARE 12 mm V-GROOVE Mocha Glossy   Laminate, 23.1 sqft, 44 box/pallet",440.00 ,0.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  Rosewood Cherry,"LESSCARE 12 mm V-GROOVE Rosewood Cherry  mirror surface Laminate, 23.1 sqft, 44 box/pallet",441.00 ,44.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  Toffee Cherry,"LESSCARE 12 mm V-GROOVE Toffee Cherry  high glassy surface Laminate, 23.1 sqft per box , 44 box/pallet",430.00 ,44.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE  Walnut Brown,"LESSCARE 12 mm V-GROOVE Walnut Brown   high glassy surface Laminate, 23.1 sqft per box , 44 box/pallet",351.00 ,44.00 ,88.24 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE American Alder,"LESSCARE 12 mm V-GROOVE American Alder  mirror surface Laminate, 20.74 sqft per box, 48 box/pallet",843.00 ,1.00 ,79.23 ,11,3.5,49,1.092,40.000
LessCare Laminate:12mm V-GROOVE American Oak,"LESSCARE 12 mm V-GROOVE American Oak mirror surface Laminate, 20.74 sqft per box, 48 box/pallet.",867.00 ,0.00 ,79.23 ,11,3.5,49,1.092,40.000
LessCare Laminate:12mm V-GROOVE Brazilian Cherry,"LESSCARE 12 mm V-GROOVE Brazilian Cherry  Laminate, 20.74 sqft per box, 48 box/pallet.","8,242.00 ",1.00 ,79.23 ,11,3.5,49,1.092,40.000
LessCare Laminate:12mm V-GROOVE Canyon Cherry,"LESSCARE 12 mm V-GROOVE Canyon Cherry  mirror surface Laminate,20.74 sqft per box, 48 box/pallet.",443.00 ,0.00 ,79.23 ,11,3.5,49,1.092,40.000
LessCare Laminate:12mm V-GROOVE Colombian Cherry,"LESSCARE 12 mm  V-GROOVE Colombian Cherry mirror surface Laminate, 20.74 sqft per box , 48 box/pallet","4,994.00 ",7.00 ,79.23 ,11,3.5,49,1.092,40.000
LessCare Laminate:12mm V-GROOVE Golden Oak,"LESSCARE 12 mm V-GROOVE Golden Oak Laminate, 15.5 sqft per box, 60 box/pallet",0.00 ,540.00 ,61.85 ,11,4.5,49,1.404,40.000
LessCare Laminate:12mm V-GROOVE Hickory Glossy,"LESSCARE 12 mm V-GROOVE Hickory Glossy, 20.74 sqft per box , 48 box/pallet","2,797.00 ",0.00 ,79.23 ,11,3.5,49,1.092,40.000
LessCare Laminate:12mm V-GROOVE Mahogany,"LESSCARE 12 mm V-GROOVE Mahogany mirror surface Laminate, 20.74 sqft per box , 48 box/pallet",422.00 ,0.00 ,79.23 ,11,3.5,49,1.092,40.000
LessCare Laminate:12mm V-GROOVE Mocha Glossy,"LESSCARE 12 mm V-GROOVE Mocha Glossy   Laminate, 20.74 sqft per box , 48 box/pallet",502.00 ,2.00 ,79.23 ,11,3.5,49,1.092,40.000
LessCare Laminate:12mm V-GROOVE Rosewood Cherry,"LESSCARE 12 mm V-GROOVE Rosewood Cherry  mirror surface Laminate, 20.74 sqft per box , 48 box/pallet",54.00 ,0.00 ,79.23 ,11,3.5,49,1.092,40.000
LessCare Laminate:12mm V-GROOVE Toffee Cherry,"LESSCARE 12 mm V-GROOVE Toffee Cherry  high glassy surface Laminate, 20.74 sqft per box , 48 box/pallet",67.00 ,0.00 ,79.23 ,11,3.5,49,1.092,40
LessCare Laminate:12mm V-GROOVE Walnut Brown,"LESSCARE 12 mm V-GROOVE Walnut Brown   high glassy surface Laminate, 20.74 sqft per box , 48 box/pallet",41.00 ,0.00 ,79.23 ,11,3.5,49,1.092,40
LessCare Laminate:8mm V-GROOVE Alaska Pine,"LESSCARE 8 mm V-GROOVE Alaska Pine,  26.4 sqft  per box  56 box/pallet","1,120.00 ",0.00 ,77.62 ,11,3.5,49,1.092,40.000
LessCare Laminate:8mm V-GROOVE Chestnut bamboo,"LESSCARE 8 mm V-GROOVE Chestnut bamboo,  26.4 sqft  per box  56 box/pallet","1,120.00 ",0.00 ,77.62 ,11,3.5,49,1.092,40.000
LessCare Laminate:8mm V-GROOVE Chocolate Cherry,"LESSCARE 8 mm V-GROOVE Chocolate Cherry,  26.4sqft  per box  56 box/pallet","1,112.00 ",0.00 ,77.62 ,11,3.5,49,1.092,40.000
LessCare Laminate:8mm V-GROOVE Cocoa Birch,LESSCARE 8 mm V-GROOVE  Cocoa Birch  26.4 sqft  per box  56 box/pallet,"1,110.00 ",10.00 ,77.62 ,11,3.5,49,1.092,40.000
LessCare Laminate:8mm V-GROOVE Colombian Cherry,"LESSCARE 8 mm V-GROOVE Columbian Cherry ,  26.4 sqft  per box  56 box/pallet","1,111.00 ",9.00 ,77.62 ,11,3.5,49,1.092,40.000
LessCare Laminate:8mm V-GROOVE Hickory Glossy,"LESSCARE 8 mm V-GROOVE Hickory Glossy, 26.4 sqft  per box  56 box/pallet","1,120.00 ",0.00 ,77.62 ,11,3.5,49,1.092,40.000
LessCare Laminate:8mm V-GROOVE Red Oak R/L,"LESSCARE 8 mm V-GROOVE Red Oak Laminate, Random Length 23.55 sq ft/box.",5.00 ,0.00 ,65.00 ,11,3.5,49,1.092,40.000
LessCare Laminate:LessCare FOAM SAMPLE BOOK,"Foam Sample display book ..full color 8'' x10'' x1''..(3-foam Styles inside the book) ..(1) LCU1 ,(1)- LCU2,(1)- LCU3....",0.00 ,0.00 ,0.00 ,,,,,.3
LessCare Laminate:LessCare Laminate Rack Display,LessCare Laminate Rack Display Stand  110 1/2'' long X  49 1/4'' Height X 43'' deep ( Sliding 16 Racks Hold  36''X36''  16 colors + 3 colors  addition colors on base of the rack)  *EZ  Assembly required* .. Laminate colors samples sold separately per r...,1.00 ,0.00 ,"5,300.00 ",108,44,15,41.25,200
Miscellanious Item,,375.00 ,"6,278.00 ",0.00 ,,,,,
POSTFORM SLAB,,0.00 ,0.00 ,0.00 ,0,0,0,0,0
POSTFORM SLAB:1755-01 FUTURA  EDGE,1755-01 FUTURA EDGE,7.00 ,0.00 ,380.00 ,144,5,26,10.834,80
POSTFORM SLAB:3465-FXRD  FUTURA  EDGE,3465-FXRD  FUTURA EDGE,110.00 ,0.00 ,450.00 ,144,5,26,10.834,80
POSTFORM SLAB:3465-FXRD  MARBELLA  EDGE,3465-FXRD  MARBELLA  EDGE,0.00 ,0.00 ,550.00 ,144,5,26,10.834,80
POSTFORM SLAB:3466-FXRD  FUTURA  EDGE,3466-FXRD  FUTURA EDGE,105.00 ,0.00 ,450.00 ,144,5,26,10.834,80
POSTFORM SLAB:3466-FXRD  MARBELLA  EDGE,3466-FXRD  MARBELLA EDGE,5.00 ,0.00 ,550.00 ,144,5,26,10.834,80
POSTFORM SLAB:3517-58 FUTURA  EDGE,3517-58 FUTURA  EDGE,39.00 ,0.00 ,320.00 ,144,5,26,10.834,80
POSTFORM SLAB:3689-58 FUTURA EDGE,3689-58 FUTURA EDGE,5.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:3691-58 FUTURA  EDGE,3691-58 FUTURA  EDGE,0.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:3917-58 FUTURA  EDGE,3917-58 FUTURA  EDGE,0.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:4550-01 FUTURA  EDGE,4550-01 FUTURA  EDGE,240.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:4551-01 FUTURA  EDGE,4551-01 FUTURA  EDGE,174.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:4580-07 FUTURA  EDGE,4580-07 FUTURA  EDGE,105.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:4761-60 FUTURA  EDGE,4761-60 FUTURA  EDGE,0.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:4763-60 FUTURA  EDGE,4763-60 FUTURA  EDGE,0.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:7022-58 FUTURA  EDGE,7022-58 FUTURA  EDGE,4.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:7265-58 FUTURA  EDGE,7265-58 FUTURA  EDGE,5.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:7267-48 FUTURA  EDGE,7267-48 FUTURA  EDGE,0.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:7500-58 FUTURA  EDGE,7500-58 FUTURA  EDGE,0.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:7732-58 Barcelona Edge,7732-58 Barcelona Edge,0.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:7732-58 FUTURA  EDGE,7732-58 FUTURA  EDGE,372.00 ,0.00 ,0.00 ,144,5,26,10.834,80
POSTFORM SLAB:7735-58 CLASSIC EDGE,7735-58 CLASSIC EDGE,0.00 ,0.00 ,0.00 ,144,5,26,10.834,80
Quarter Round,UNFINISHED Quarter Round..*** Linear Foot Needed:      ***..,319.00 ,0.00 ,5.00 ,12,1,1,0.01,05
Sinks,,0.00 ,0.00 ,,,,,,
Sinks:L101,L101,33.00 ,100.00 ,196.00 ,16.125,7,16.125,1.054,9
Sinks:L102,L102,311.00 ,0.00 ,122.00 ,18,7,10.5,0.766,9
Sinks:L103,L103,1.00 ,100.00 ,196.00 ,18.125,7,16.125,1.184,10
Sinks:L104,L104,285.00 ,0.00 ,122.00 ,13.625,7,17,0.939,9
Sinks:L105,L105,455.00 ,350.00 ,233.00 ,23.625,9,21,2.584,16
Sinks:L106,L106,480.00 ,250.00 ,233.00 ,23,9,18,2.157,13
Sinks:L107,L107,"1,033.00 ",0.00 ,289.00 ,30,10,18,3.125,17
Sinks:L108,L108,0.00 ,100.00 ,380.00 ,31.375,9,20.625,3.371,20
Sinks:L201L,L201L,206.00 ,0.00 ,289.00 ,31.375,9,20.625,3.371,20
Sinks:L201R,L201R,52.00 ,50.00 ,299.00 ,30.375,9,20.25,3.204,16
Sinks:L202L,L202L,346.00 ,0.00 ,289.00 ,30.375,9,20.25,3.204,16
Sinks:L202R,L202R,61.00 ,0.00 ,299.00 ,30.5,9,19.625,3.118,19
Sinks:L203L,L203L,328.00 ,0.00 ,289.00 ,30.5,7,19.625,2.425,19
Sinks:L204R-L,L204R-L,34.00 ,0.00 ,399.00 ,32.25,9,17.875,3.003,20
Sinks:L205,L205,253.00 ,200.00 ,269.00 ,31.5,9,18.125,2.974,19
Sinks:LP1,LP1,49.00 ,0.00 ,499.00 ,23,10,20,2.663,23
Sinks:LP2,LP2,6.00 ,0.00 ,600.00 ,32,10,19,3.519,26
Sinks:LP3L,LP3L,138.00 ,0.00 ,649.00 ,29,10,20,3.357,26
Sinks:LP3R,LP3R,125.00 ,0.00 ,649.00 ,29,10,20,3.357,26
Sinks:LP5,LP5,99.00 ,0.00 ,649.00 ,29,10,20,3.357,26
Sinks:LT62,LT62,16.00 ,100.00 ,90.00 ,15,6,15,0.782,11
Sinks:LT63,LT63 25X25 6'' DEEP 3 HOLE TOP MOUNT SINK,45.00 ,0.00 ,79.00 ,25,6,22,1.91,13
Sinks:LT64,LT64,738.00 ,800.00 ,79.00 ,25,6,22,1.91,13
Sinks:LT83,LT83 22X25 8''  DEEP 3 HOLE TOP MOUNT SINK,41.00 ,0.00 ,127.00 ,25,8,22,2.547,11
Sinks:LT84,LT84,727.00 ,800.00 ,127.00 ,25,8,22,2.547,11
Sinks:LT91,LT91,463.00 ,0.00 ,200.00 ,25,9,22,2.865,16
Sinks:LTD64,LTD64,149.00 ,0.00 ,175.00 ,33,6,22,2.521,16
Sinks:LTD84,LTD84,136.00 ,200.00 ,199.00 ,33,8,22,3.362,17
Sinks:LV1512B,LV1512B (one piece per box),54.00 ,0.00 ,82.00 ,14,17,8,1.102,17
Sinks:LV1512W,LV1512W (one piece per box),161.00 ,0.00 ,82.00 ,14,17,8,1.102,17
Sinks:LV1714W,LV1714W (one piece per box),901.00 ,0.00 ,84.00 ,17,19,8,1.496,19
UPGRADES/ FX,,0.00 ,0.00 ,,,,,,
UPGRADES/ FX:CFXB12,"B12-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",0.00 ,95.00 ,79.00 ,22.4,2.8,8.7,0.32,5.3
UPGRADES/ FX:CFXB15,"B15-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",15.00 ,90.00 ,89.00 ,22.4,2.8,11,0.4,6.2
UPGRADES/ FX:CFXB18,"B18-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",4.00 ,85.00 ,95.00 ,22,2.8,14.2,0.51,6.8
UPGRADES/ FX:CFXB21,"B21-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",72.00 ,15.00 ,99.00 ,22,2.8,14.2,0.51,14.96
UPGRADES/ FX:CFXB24,"B24-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",32.00 ,50.00 ,105.00 ,22,2.8,14.2,0.51,15.84
UPGRADES/ FX:CFXB27,"B27-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",18.00 ,35.00 ,109.00 ,28,1.6,21.7,0.56,10.6
UPGRADES/ FX:CFXB30,"B30-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",25.00 ,46.00 ,119.00 ,22.4,2.8,16.9,0.61,12.3
UPGRADES/ FX:CFXB33,"B33-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",3.00 ,40.00 ,179.00 ,22,2.8,14.2,0.51,20.90
UPGRADES/ FX:CFXB36,"B36-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",15.00 ,40.00 ,189.00 ,22.4,2.8,16.9,0.61,13.2
UPGRADES/ FX:CFXB42,"B42-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",25.00 ,10.00 ,195.00 ,22,2.8,14.2,0.51,24.00
UPGRADES/ FX:CFXB48,"B48-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",6.00 ,10.00 ,199.00 ,22.8,2.8,21.3,0.79,16.3
UPGRADES/ FX:CFXDB12,"DB12-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",25.00 ,15.00 ,259.00 ,22.8,7.9,9.1,0.95,21.1
UPGRADES/ FX:CFXDB15,"DB15-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",49.00 ,25.00 ,269.00 ,23.2,7.1,12.2,1.16,23.1
UPGRADES/ FX:CFXDB18,"DB18-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",42.00 ,40.00 ,279.00 ,22,2.8,16.9,0.6,25.5
UPGRADES/ FX:CFXDB21,"DB21-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",3.00 ,25.00 ,289.00 ,22.8,6.3,16.9,1.41,29
UPGRADES/ FX:CFXDB24,"DB24-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",39.00 ,20.00 ,299.00 ,23.2,5.9,20.5,1.62,33
UPGRADES/ FX:CFXLRB30,"FXLRB30-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",4.00 ,15.00 ,349.00 ,28.3,4.7,21.7,1.67,37.8
UPGRADES/ FX:CFXLRB36,"FXLRB36-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",18.00 ,5.00 ,379.00 ,28.3,4.7,21.7,1.67,37.8
UPGRADES/ FX:CFXOC,"OC-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",6.00 ,10.00 ,349.00 ,28.3,4.7,21.7,1.67,45.10
UPGRADES/ FX:CFXSCB36,"SCB36-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",17.00 ,10.00 ,89.00 ,22.4,2.8,8.7,0.316,4.8
UPGRADES/ FX:CFXSCB42,"SCB42-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",10.00 ,20.00 ,99.00 ,22,2.8,12.6,0.449,6.6
UPGRADES/ FX:CFXSCB48,"SCB48-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",30.00 ,0.00 ,96.00 ,28.3,4.7,21.7,1.67,14.96
UPGRADES/ FX:LSCH,Soft-Closing Hinges for Doors,"1,088.00 ","2,000.00 ",18.00 ,5,5,5,0.073,0.500
UPGRADES/ FX:SmartStopper,Blumotion for doors,128.00 ,0.00 ,39.00 ,5,5,5,0.073,0.500
